demande_id,region,prefecture,commune,quartier,type_document,categorie_document,nombre_demandes,delai_traitement_jours,taux_rejet,date_demande,motif_demande,statut_demande,canal_demande,age_demandeur,sexe_demandeur
autres,maritime,golfe,adidogome,kodjoviakopé,livre de famille,civil,147,3,0.03,2023-01-09,perte,rejetée,guichet,47,m
autres,kara,binah,pagouda,amoutivé,livre de famille,civil,177,26,0.14,2023-02-02,perte,en cours,guichet,26,f
autres,maritime,vo,vogan,nyékonakpoé,livre de famille,civil,90,27,0.12,2023-07-11,nouveau mariage,traitee,guichet,21,f
autres,plateaux,kloto,kpalime,nyékonakpoé,acte de naissance,civil,36,33,0.05,2023-06-10,reconstitution,rejetée,en ligne,20,m
autres,maritime,zio,tsévié,tokoin,carte d'identité,identité,19,17,0.07,2023-01-23,perte,rejetée,en ligne,23,f
autres,centrale,tchaoudjo,sokodé,agoè,acte de naissance,civil,96,19,0.06,2023-03-24,perte,en cours,en ligne,57,f
autres,savanes,oti,mango,hôpital,casier judiciaire,judiciaire,99,15,0.08,2023-05-21,emploi,en cours,en ligne,27,f
autres,plateaux,haho,notse,hôpital,livre de famille,civil,156,38,0.12,2023-10-13,détérioration,en cours,en ligne,58,m
autres,maritime,zio,tsévié,bè,casier judiciaire,judiciaire,20,2,0.01,2023-11-02,concours,rejetée,en ligne,53,f
autres,maritime,vo,vogan,tokoin,livre de famille,civil,56,22,0.06,2023-07-24,perte,traitee,guichet,45,f
autres,plateaux,haho,notse,kodjoviakopé,casier judiciaire,judiciaire,39,26,0.12,2023-03-25,voyage,rejetée,guichet,46,m
autres,kara,kozah,kara,hedzranawoé,acte de naissance,civil,172,33,0.12,2023-07-12,perte,en cours,en ligne,42,m
autres,plateaux,kloto,kpalime,bè,livre de famille,civil,25,44,0.03,2023-11-19,perte,traitee,en ligne,85,f
autres,kara,binah,pagouda,kwé,acte de naissance,civil,90,39,0.02,2023-03-02,reconstitution,en cours,en ligne,89,f
autres,kara,kozah,kara,nyékonakpoé,casier judiciaire,judiciaire,105,35,0.12,2023-12-29,concours,en cours,en ligne,74,f
autres,maritime,golfe,adidogome,kwé,acte de naissance,civil,97,10,0.05,2023-11-09,perte,rejetée,en ligne,21,m
autres,centrale,sotouboua,sotouboua,nyékonakpoé,passeport,voyage,177,14,0.04,2023-09-27,page pleine,rejetée,guichet,56,f
autres,savanes,oti,mango,hedzranawoé,carte d'identité,identité,82,41,0.0,2023-11-12,vol,rejetée,en ligne,35,f
autres,centrale,tchaoudjo,sokodé,agoè,livre de famille,civil,110,15,0.02,2023-11-01,détérioration,en cours,guichet,39,m
autres,kara,kozah,kara,kodjoviakopé,passeport,voyage,192,17,0.01,2023-06-16,perte,en cours,guichet,34,f
autres,centrale,tchaoudjo,sokodé,kwé,acte de naissance,civil,95,26,0.06,2023-06-25,detérioré,traitee,en ligne,60,f
autres,plateaux,ogou,atakpamé,tokoin,carte d'identité,identité,179,31,0.12,2023-06-16,perte,rejetée,en ligne,48,f
autres,kara,binah,pagouda,kwé,livre de famille,civil,146,43,0.0,2023-07-07,perte,traitee,guichet,71,m
autres,centrale,tchaoudjo,sokodé,kwé,casier judiciaire,judiciaire,52,14,0.15,2023-09-30,emploi,rejetée,en ligne,71,m
autres,maritime,zio,tsévié,kodjoviakopé,carte d'identité,identité,154,24,0.02,2023-10-28,vol,rejetée,guichet,83,f
autres,savanes,oti,mango,amoutivé,certificat de nationalité,identité,69,42,0.05,2023-02-14,première demande,en cours,guichet,38,f
autres,savanes,tone,dapaong,agoè,livre de famille,civil,155,16,0.01,2023-07-09,perte,en cours,en ligne,40,m
autres,maritime,zio,tsévié,kwé,carte d'identité,identité,195,4,0.04,2023-09-06,détérioration,rejetée,guichet,77,m
autres,centrale,sotouboua,sotouboua,agoè,acte de naissance,civil,192,39,0.04,2023-08-03,reconstitution,en cours,guichet,70,m
autres,plateaux,kloto,kpalime,kodjoviakopé,acte de naissance,civil,97,11,0.05,2023-09-16,perte,rejetée,guichet,62,f
autres,plateaux,kloto,kpalime,bè,passeport,voyage,104,12,0.13,2023-11-13,perte,traitee,en ligne,73,m
autres,plateaux,haho,notse,tokoin,livre de famille,civil,125,30,0.14,2023-12-15,perte,en cours,en ligne,67,f
autres,centrale,sotouboua,sotouboua,nyékonakpoé,certificat de nationalité,identité,138,5,0.01,2023-02-12,première demande,traitee,en ligne,22,f
autres,kara,binah,pagouda,kodjoviakopé,carte d'identité,identité,63,26,0.03,2023-07-06,expiration,traitee,en ligne,44,f
autres,kara,binah,pagouda,amoutivé,livre de famille,civil,143,18,0.06,2023-10-30,perte,traitee,guichet,45,f
autres,kara,kozah,kara,kodjoviakopé,certificat de nationalité,identité,182,1,0.02,2023-01-14,concours,en cours,en ligne,76,m
autres,centrale,sotouboua,sotouboua,kodjoviakopé,carte d'identité,identité,200,5,0.12,2023-02-27,expiration,en cours,guichet,59,m
autres,kara,kozah,kara,kodjoviakopé,passeport,voyage,166,31,0.09,2023-09-13,perte,rejetée,guichet,22,f
autres,centrale,sotouboua,sotouboua,nyékonakpoé,livre de famille,civil,77,1,0.04,2023-03-09,perte,traitee,en ligne,83,f
autres,kara,kozah,kara,bè,livre de famille,civil,163,15,0.13,2023-04-05,détérioration,traitee,guichet,72,f
autres,maritime,vo,vogan,adidogomé,passeport,voyage,31,28,0.12,2023-09-30,page pleine,en cours,guichet,25,m
autres,plateaux,haho,notse,agoè,livre de famille,civil,131,16,0.04,2023-09-30,détérioration,traitee,guichet,85,m
autres,maritime,zio,tsévié,amoutivé,carte d'identité,identité,95,28,0.01,2023-05-18,expiration,traitee,en ligne,79,f
autres,plateaux,haho,notse,nyékonakpoé,acte de naissance,civil,176,14,0.11,2023-08-26,erreur,traitee,guichet,46,m
autres,centrale,tchaoudjo,sokodé,bè,certificat de nationalité,identité,45,43,0.08,2023-08-02,perte,en cours,guichet,79,f
autres,plateaux,ogou,atakpamé,tokoin,carte d'identité,identité,195,5,0.13,2023-05-23,expiration,en cours,en ligne,73,f
autres,savanes,tone,dapaong,hôpital,certificat de nationalité,identité,98,11,0.11,2023-11-28,première demande,traitee,guichet,26,f
autres,plateaux,haho,notse,bè,acte de naissance,civil,193,17,0.04,2023-09-18,detérioré,traitee,guichet,23,f
autres,savanes,oti,mango,golfe,livre de famille,civil,185,4,0.13,2023-01-07,nouveau mariage,rejetée,guichet,66,f
autres,maritime,golfe,adidogome,nyékonakpoé,livre de famille,civil,67,41,0.15,2023-08-18,détérioration,en cours,en ligne,27,f
autres,kara,kozah,kara,hôpital,passeport,voyage,128,32,0.01,2023-09-11,page pleine,traitee,en ligne,29,f
autres,maritime,zio,tsévié,adidogomé,carte d'identité,identité,62,3,0.06,2023-10-15,vol,en cours,guichet,64,f
autres,plateaux,haho,notse,amoutivé,passeport,voyage,177,38,0.1,2023-10-19,page pleine,en cours,guichet,81,f
autres,maritime,lacs,aného,agoè,passeport,voyage,149,17,0.07,2023-06-16,page pleine,rejetée,guichet,48,f
autres,kara,kozah,kara,agoè,passeport,voyage,54,28,0.12,2023-12-16,expiration,traitee,en ligne,75,m
autres,kara,binah,pagouda,adidogomé,passeport,voyage,71,43,0.06,2023-01-10,expiration,traitee,en ligne,46,f
autres,savanes,tone,dapaong,hedzranawoé,certificat de nationalité,identité,127,37,0.11,2023-12-28,perte,traitee,guichet,80,f
autres,kara,kozah,kara,nyékonakpoé,passeport,voyage,106,37,0.04,2023-04-01,page pleine,rejetée,en ligne,86,m
autres,kara,kozah,kara,amoutivé,acte de naissance,civil,13,10,0.03,2023-10-16,reconstitution,rejetée,en ligne,48,f
autres,maritime,lacs,aného,agoè,passeport,voyage,125,3,0.02,2023-04-17,expiration,traitee,guichet,45,m
autres,savanes,tone,dapaong,amoutivé,carte d'identité,identité,152,5,0.09,2023-11-14,perte,en cours,guichet,39,m
autres,plateaux,ogou,atakpamé,amoutivé,acte de naissance,civil,36,24,0.03,2023-01-16,detérioré,traitee,en ligne,78,m
autres,savanes,tone,dapaong,hedzranawoé,livre de famille,civil,10,44,0.01,2023-12-09,détérioration,traitee,en ligne,56,f
autres,plateaux,kloto,kpalime,amoutivé,casier judiciaire,judiciaire,107,1,0.11,2023-05-26,voyage,en cours,guichet,64,m
autres,savanes,oti,mango,kodjoviakopé,passeport,voyage,96,36,0.03,2023-02-13,expiration,rejetée,guichet,68,f
autres,centrale,sotouboua,sotouboua,hedzranawoé,carte d'identité,identité,59,7,0.13,2023-12-11,vol,en cours,en ligne,26,f
autres,maritime,vo,vogan,hedzranawoé,carte d'identité,identité,61,11,0.04,2023-12-19,expiration,en cours,guichet,90,f
autres,maritime,golfe,adidogome,golfe,casier judiciaire,judiciaire,192,19,0.08,2023-12-31,concours,traitee,en ligne,30,m
autres,savanes,tone,dapaong,amoutivé,livre de famille,civil,157,42,0.07,2023-10-03,nouveau mariage,rejetée,en ligne,39,m
autres,savanes,oti,mango,amoutivé,livre de famille,civil,46,41,0.13,2023-09-27,perte,traitee,en ligne,44,f
autres,kara,binah,pagouda,kodjoviakopé,passeport,voyage,181,16,0.03,2023-08-29,perte,en cours,guichet,27,f
autres,savanes,oti,mango,nyékonakpoé,livre de famille,civil,146,14,0.03,2023-06-22,perte,traitee,en ligne,60,f
autres,plateaux,ogou,atakpamé,bè,passeport,voyage,29,38,0.02,2023-04-20,voyage,en cours,en ligne,22,m
autres,plateaux,ogou,atakpamé,tokoin,casier judiciaire,judiciaire,56,11,0.01,2023-06-02,voyage,traitee,guichet,90,f
autres,centrale,sotouboua,sotouboua,golfe,casier judiciaire,judiciaire,88,22,0.07,2023-12-23,voyage,traitee,en ligne,37,m
autres,kara,kozah,kara,kwé,acte de naissance,civil,129,34,0.11,2023-12-15,perte,rejetée,guichet,74,f
autres,maritime,zio,tsévié,amoutivé,livre de famille,civil,85,6,0.13,2023-02-01,nouveau mariage,rejetée,guichet,39,f
autres,kara,kozah,kara,bè,livre de famille,civil,76,23,0.12,2023-04-21,perte,en cours,guichet,46,f
autres,maritime,lacs,aného,nyékonakpoé,carte d'identité,identité,70,14,0.11,2023-07-18,perte,traitee,en ligne,59,m
autres,savanes,tone,dapaong,golfe,casier judiciaire,judiciaire,198,19,0.11,2023-10-18,concours,traitee,guichet,68,f
autres,savanes,oti,mango,hedzranawoé,certificat de nationalité,identité,124,11,0.15,2023-10-11,concours,rejetée,en ligne,65,f
autres,maritime,vo,vogan,kodjoviakopé,certificat de nationalité,identité,187,14,0.09,2023-09-30,première demande,traitee,en ligne,54,m
autres,savanes,tone,dapaong,kodjoviakopé,livre de famille,civil,186,43,0.03,2023-12-20,nouveau mariage,rejetée,guichet,41,f
autres,kara,kozah,kara,tokoin,carte d'identité,identité,43,37,0.05,2023-07-17,détérioration,en cours,en ligne,43,f
autres,savanes,tone,dapaong,amoutivé,certificat de nationalité,identité,173,25,0.11,2023-01-08,première demande,en cours,guichet,64,f
autres,plateaux,ogou,atakpamé,nyékonakpoé,casier judiciaire,judiciaire,179,40,0.03,2023-09-11,emploi,traitee,en ligne,54,f
autres,plateaux,ogou,atakpamé,hôpital,casier judiciaire,judiciaire,152,27,0.12,2023-06-11,emploi,en cours,guichet,61,m
autres,savanes,oti,mango,amoutivé,carte d'identité,identité,50,26,0.07,2023-11-20,vol,traitee,en ligne,52,f
autres,savanes,tone,dapaong,kodjoviakopé,acte de naissance,civil,104,39,0.06,2023-09-18,erreur,rejetée,en ligne,63,f
autres,centrale,sotouboua,sotouboua,agoè,casier judiciaire,judiciaire,150,23,0.1,2023-04-05,voyage,en cours,en ligne,70,m
autres,plateaux,kloto,kpalime,kwé,passeport,voyage,42,11,0.12,2023-06-27,expiration,en cours,en ligne,46,m
autres,plateaux,kloto,kpalime,agoè,certificat de nationalité,identité,60,42,0.04,2023-11-12,perte,traitee,guichet,49,f
autres,kara,kozah,kara,golfe,carte d'identité,identité,60,18,0.07,2023-01-20,vol,en cours,en ligne,64,f
autres,kara,binah,pagouda,bè,passeport,voyage,66,17,0.09,2023-11-10,expiration,traitee,guichet,90,m
autres,centrale,sotouboua,sotouboua,nyékonakpoé,livre de famille,civil,109,21,0.02,2023-05-13,détérioration,traitee,guichet,44,f
autres,centrale,tchaoudjo,sokodé,tokoin,acte de naissance,civil,28,27,0.06,2023-10-29,erreur,rejetée,guichet,24,m
autres,savanes,oti,mango,nyékonakpoé,passeport,voyage,85,19,0.09,2023-01-10,perte,rejetée,guichet,46,m
autres,centrale,sotouboua,sotouboua,bè,livre de famille,civil,70,32,0.07,2023-10-21,nouveau mariage,traitee,guichet,36,f
autres,centrale,sotouboua,sotouboua,kodjoviakopé,carte d'identité,identité,105,29,0.03,2023-11-12,première demande,rejetée,guichet,49,m
autres,savanes,oti,mango,amoutivé,carte d'identité,identité,142,5,0.04,2023-11-12,détérioration,en cours,guichet,67,f
autres,plateaux,haho,notse,agoè,carte d'identité,identité,166,1,0.01,2023-07-08,expiration,traitee,guichet,52,f
autres,maritime,lacs,aného,amoutivé,passeport,voyage,161,12,0.05,2023-08-06,voyage,rejetée,guichet,19,m
autres,savanes,tone,dapaong,bè,livre de famille,civil,45,5,0.09,2023-11-05,détérioration,traitee,en ligne,81,m
autres,plateaux,ogou,atakpamé,nyékonakpoé,acte de naissance,civil,41,12,0.01,2023-06-11,reconstitution,traitee,guichet,50,m
autres,maritime,lacs,aného,nyékonakpoé,casier judiciaire,judiciaire,132,44,0.09,2023-10-18,voyage,traitee,en ligne,21,f
autres,plateaux,haho,notse,adidogomé,carte d'identité,identité,156,26,0.02,2023-04-06,vol,rejetée,en ligne,76,f
autres,kara,kozah,kara,kwé,certificat de nationalité,identité,97,24,0.12,2023-10-06,perte,rejetée,en ligne,86,m
autres,plateaux,haho,notse,adidogomé,carte d'identité,identité,43,34,0.05,2023-06-12,première demande,traitee,guichet,78,f
autres,plateaux,kloto,kpalime,tokoin,carte d'identité,identité,101,34,0.01,2023-06-17,détérioration,rejetée,guichet,42,m
autres,savanes,oti,mango,tokoin,carte d'identité,identité,68,26,0.08,2023-07-25,première demande,traitee,guichet,46,m
autres,maritime,vo,vogan,amoutivé,livre de famille,civil,130,23,0.08,2023-12-14,perte,traitee,guichet,28,m
autres,centrale,tchaoudjo,sokodé,adidogomé,livre de famille,civil,185,31,0.12,2023-01-21,détérioration,traitee,en ligne,66,f
autres,plateaux,ogou,atakpamé,bè,certificat de nationalité,identité,63,42,0.03,2023-05-15,première demande,rejetée,guichet,56,m
autres,savanes,oti,mango,kwé,livre de famille,civil,168,32,0.14,2023-03-31,détérioration,traitee,guichet,46,m
autres,savanes,oti,mango,adidogomé,livre de famille,civil,125,32,0.07,2023-01-03,perte,traitee,guichet,44,m
autres,kara,kozah,kara,golfe,livre de famille,civil,120,43,0.12,2023-07-22,perte,rejetée,en ligne,45,m
autres,centrale,tchaoudjo,sokodé,agoè,acte de naissance,civil,141,18,0.1,2023-09-19,reconstitution,en cours,en ligne,20,m
autres,plateaux,kloto,kpalime,hedzranawoé,acte de naissance,civil,137,5,0.14,2023-06-16,perte,rejetée,en ligne,38,m
autres,kara,binah,pagouda,adidogomé,livre de famille,civil,197,20,0.1,2023-07-09,détérioration,rejetée,guichet,59,f
autres,plateaux,kloto,kpalime,kwé,carte d'identité,identité,149,13,0.07,2023-09-02,vol,traitee,en ligne,65,m
autres,savanes,oti,mango,kodjoviakopé,carte d'identité,identité,22,2,0.06,2023-07-04,première demande,rejetée,en ligne,61,f
autres,centrale,sotouboua,sotouboua,adidogomé,carte d'identité,identité,193,40,0.1,2023-02-09,expiration,traitee,guichet,52,f
autres,centrale,sotouboua,sotouboua,agoè,carte d'identité,identité,145,45,0.11,2023-08-11,vol,en cours,en ligne,66,m
autres,plateaux,haho,notse,kodjoviakopé,acte de naissance,civil,81,36,0.14,2023-11-27,detérioré,en cours,en ligne,56,m
autres,kara,binah,pagouda,amoutivé,acte de naissance,civil,176,13,0.15,2023-01-17,perte,rejetée,en ligne,72,m
autres,kara,binah,pagouda,adidogomé,certificat de nationalité,identité,199,43,0.01,2023-04-08,première demande,en cours,guichet,41,f
autres,centrale,tchaoudjo,sokodé,kwé,casier judiciaire,judiciaire,116,10,0.01,2023-05-17,voyage,en cours,guichet,68,m
autres,centrale,tchaoudjo,sokodé,kwé,passeport,voyage,50,16,0.1,2023-08-22,expiration,traitee,guichet,34,f
autres,centrale,sotouboua,sotouboua,bè,certificat de nationalité,identité,88,16,0.07,2023-08-30,perte,traitee,en ligne,45,f
autres,centrale,tchaoudjo,sokodé,hedzranawoé,carte d'identité,identité,45,18,0.08,2023-05-27,détérioration,en cours,en ligne,33,m
autres,kara,kozah,kara,bè,livre de famille,civil,15,33,0.01,2023-08-14,nouveau mariage,traitee,en ligne,80,f
autres,maritime,vo,vogan,kodjoviakopé,livre de famille,civil,103,6,0.08,2023-06-21,nouveau mariage,traitee,en ligne,75,f
autres,savanes,oti,mango,kwé,livre de famille,civil,147,4,0.13,2023-09-01,détérioration,rejetée,en ligne,75,f
autres,kara,kozah,kara,tokoin,acte de naissance,civil,114,6,0.08,2023-02-06,perte,traitee,guichet,89,f
autres,centrale,tchaoudjo,sokodé,kodjoviakopé,certificat de nationalité,identité,99,21,0.03,2023-05-28,première demande,rejetée,en ligne,45,m
autres,savanes,oti,mango,kodjoviakopé,passeport,voyage,38,26,0.11,2023-02-11,voyage,traitee,en ligne,64,f
autres,plateaux,ogou,atakpamé,kwé,certificat de nationalité,identité,101,14,0.08,2023-01-16,première demande,en cours,en ligne,34,m
autres,centrale,tchaoudjo,sokodé,nyékonakpoé,certificat de nationalité,identité,89,43,0.02,2023-04-05,perte,rejetée,guichet,22,m
autres,centrale,tchaoudjo,sokodé,hôpital,carte d'identité,identité,32,24,0.07,2023-05-11,vol,traitee,en ligne,80,m
autres,centrale,tchaoudjo,sokodé,tokoin,livre de famille,civil,166,19,0.1,2023-01-13,détérioration,traitee,guichet,31,f
autres,centrale,sotouboua,sotouboua,kwé,casier judiciaire,judiciaire,172,16,0.09,2023-07-26,emploi,en cours,guichet,66,f
autres,maritime,vo,vogan,hedzranawoé,livre de famille,civil,12,17,0.14,2023-07-20,nouveau mariage,en cours,guichet,56,m
autres,maritime,zio,tsévié,amoutivé,passeport,voyage,136,3,0.05,2023-02-08,page pleine,traitee,en ligne,90,m
autres,plateaux,ogou,atakpamé,nyékonakpoé,carte d'identité,identité,10,4,0.07,2023-10-27,détérioration,rejetée,en ligne,45,m
autres,plateaux,haho,notse,kodjoviakopé,certificat de nationalité,identité,93,13,0.05,2023-12-15,concours,traitee,en ligne,48,m
autres,kara,binah,pagouda,hôpital,casier judiciaire,judiciaire,55,40,0.09,2023-10-10,emploi,traitee,en ligne,33,m
autres,kara,kozah,kara,golfe,certificat de nationalité,identité,16,36,0.05,2023-01-14,concours,en cours,guichet,38,m
autres,plateaux,kloto,kpalime,kwé,certificat de nationalité,identité,196,13,0.11,2023-05-03,concours,rejetée,en ligne,66,f
autres,savanes,oti,mango,tokoin,casier judiciaire,judiciaire,71,43,0.12,2023-11-09,voyage,traitee,en ligne,34,m
autres,maritime,golfe,be,adidogomé,livre de famille,civil,114,42,0.14,2023-06-28,détérioration,traitee,guichet,78,m
autres,plateaux,haho,notse,agoè,casier judiciaire,judiciaire,79,34,0.05,2023-07-26,emploi,traitee,en ligne,42,f
autres,maritime,zio,tsévié,tokoin,casier judiciaire,judiciaire,127,30,0.07,2023-02-07,voyage,rejetée,en ligne,38,f
autres,kara,kozah,kara,hôpital,carte d'identité,identité,84,26,0.08,2023-07-30,perte,rejetée,en ligne,55,m
autres,savanes,oti,mango,hedzranawoé,casier judiciaire,judiciaire,23,16,0.1,2023-05-17,voyage,rejetée,en ligne,38,m
autres,kara,kozah,kara,amoutivé,certificat de nationalité,identité,135,45,0.08,2023-01-04,première demande,rejetée,guichet,30,f
autres,maritime,golfe,tokoin,bè,casier judiciaire,judiciaire,165,43,0.04,2023-10-02,emploi,rejetée,guichet,29,m
autres,plateaux,haho,notse,agoè,passeport,voyage,49,32,0.07,2023-02-18,perte,rejetée,guichet,48,m
autres,maritime,zio,tsévié,hôpital,passeport,voyage,141,5,0.03,2023-12-26,voyage,rejetée,guichet,23,m
autres,kara,kozah,kara,golfe,casier judiciaire,judiciaire,156,39,0.03,2023-06-09,voyage,rejetée,en ligne,56,f
autres,centrale,tchaoudjo,sokodé,kwé,livre de famille,civil,49,10,0.09,2023-12-09,perte,rejetée,guichet,60,f
autres,maritime,zio,tsévié,adidogomé,casier judiciaire,judiciaire,135,1,0.07,2023-03-20,voyage,en cours,guichet,25,f
autres,kara,binah,pagouda,amoutivé,acte de naissance,civil,186,22,0.04,2023-10-16,erreur,rejetée,guichet,34,m
autres,centrale,sotouboua,sotouboua,kodjoviakopé,carte d'identité,identité,123,19,0.04,2023-11-15,vol,en cours,guichet,54,m
autres,kara,kozah,kara,nyékonakpoé,certificat de nationalité,identité,174,3,0.04,2023-04-08,concours,en cours,en ligne,40,f
autres,maritime,zio,tsévié,adidogomé,passeport,voyage,33,21,0.09,2023-06-18,perte,traitee,guichet,46,m
autres,kara,binah,pagouda,adidogomé,passeport,voyage,186,28,0.05,2023-03-17,voyage,en cours,guichet,60,m
autres,plateaux,kloto,kpalime,kodjoviakopé,passeport,voyage,26,20,0.07,2023-11-06,voyage,traitee,guichet,35,m
autres,kara,kozah,kara,kodjoviakopé,acte de naissance,civil,57,41,0.09,2023-05-28,reconstitution,rejetée,guichet,38,f
autres,kara,binah,pagouda,agoè,certificat de nationalité,identité,75,9,0.15,2023-08-24,perte,en cours,en ligne,42,f
autres,centrale,tchaoudjo,sokodé,tokoin,acte de naissance,civil,47,5,0.08,2023-10-02,perte,rejetée,guichet,78,m
autres,plateaux,ogou,atakpamé,adidogomé,livre de famille,civil,26,40,0.12,2023-11-06,nouveau mariage,en cours,en ligne,55,m
autres,kara,kozah,kara,agoè,certificat de nationalité,identité,74,15,0.09,2023-05-24,première demande,rejetée,en ligne,52,f
autres,plateaux,kloto,kpalime,hôpital,carte d'identité,identité,138,36,0.04,2023-05-25,expiration,traitee,guichet,52,f
autres,kara,binah,pagouda,golfe,carte d'identité,identité,130,7,0.14,2023-12-26,perte,rejetée,guichet,66,m
autres,savanes,oti,mango,nyékonakpoé,casier judiciaire,judiciaire,49,1,0.02,2023-08-04,emploi,traitee,guichet,57,m
autres,maritime,golfe,tokoin,amoutivé,certificat de nationalité,identité,172,4,0.08,2023-03-30,première demande,traitee,en ligne,51,f
autres,centrale,sotouboua,sotouboua,kwé,acte de naissance,civil,114,36,0.13,2023-12-19,detérioré,rejetée,guichet,30,f
autres,plateaux,ogou,atakpamé,hedzranawoé,passeport,voyage,139,12,0.03,2023-06-11,page pleine,en cours,guichet,30,f
autres,plateaux,kloto,kpalime,nyékonakpoé,casier judiciaire,judiciaire,188,13,0.12,2023-08-21,emploi,traitee,guichet,59,f
autres,maritime,vo,vogan,agoè,livre de famille,civil,161,16,0.01,2023-08-13,détérioration,traitee,en ligne,40,f
autres,kara,kozah,kara,hôpital,passeport,voyage,110,35,0.02,2023-10-07,perte,en cours,guichet,19,f
autres,kara,kozah,kara,nyékonakpoé,passeport,voyage,193,5,0.01,2023-10-28,voyage,traitee,guichet,80,m
autres,centrale,tchaoudjo,sokodé,hedzranawoé,carte d'identité,identité,49,34,0.02,2023-01-15,vol,en cours,guichet,35,m
autres,centrale,sotouboua,sotouboua,tokoin,acte de naissance,civil,133,7,0.06,2023-01-03,detérioré,en cours,guichet,56,f
autres,centrale,tchaoudjo,sokodé,nyékonakpoé,certificat de nationalité,identité,126,5,0.04,2023-05-14,concours,traitee,guichet,80,f
autres,plateaux,ogou,atakpamé,adidogomé,acte de naissance,civil,186,3,0.04,2023-05-26,detérioré,rejetée,en ligne,22,f
autres,kara,binah,pagouda,nyékonakpoé,passeport,voyage,160,33,0.02,2023-06-21,perte,rejetée,guichet,68,f
autres,savanes,oti,mango,kwé,livre de famille,civil,173,45,0.13,2023-08-18,perte,rejetée,guichet,39,f
autres,plateaux,ogou,atakpamé,bè,passeport,voyage,171,43,0.13,2023-09-12,expiration,rejetée,en ligne,43,f
autres,centrale,tchaoudjo,sokodé,adidogomé,livre de famille,civil,137,8,0.09,2023-02-25,perte,en cours,en ligne,38,f
autres,plateaux,haho,notse,hedzranawoé,passeport,voyage,65,16,0.08,2023-06-22,voyage,en cours,guichet,85,m
autres,plateaux,ogou,atakpamé,adidogomé,certificat de nationalité,identité,23,29,0.04,2023-01-13,concours,rejetée,guichet,21,f
autres,centrale,sotouboua,sotouboua,hôpital,carte d'identité,identité,152,16,0.05,2023-01-14,expiration,en cours,guichet,38,m
autres,plateaux,haho,notse,nyékonakpoé,carte d'identité,identité,124,19,0.14,2023-04-21,vol,traitee,guichet,31,f
autres,maritime,zio,tsévié,amoutivé,livre de famille,civil,131,12,0.01,2023-02-19,perte,rejetée,guichet,87,f
autres,maritime,vo,vogan,amoutivé,certificat de nationalité,identité,174,36,0.02,2023-06-25,concours,en cours,guichet,76,f
autres,savanes,oti,mango,tokoin,passeport,voyage,18,7,0.13,2023-01-18,perte,traitee,en ligne,72,m
autres,kara,binah,pagouda,agoè,certificat de nationalité,identité,75,45,0.05,2023-11-03,perte,en cours,en ligne,56,f
autres,centrale,tchaoudjo,sokodé,golfe,livre de famille,civil,74,7,0.14,2023-12-05,perte,rejetée,guichet,75,f
autres,plateaux,ogou,atakpamé,adidogomé,carte d'identité,identité,52,5,0.05,2023-08-18,détérioration,traitee,guichet,39,m
autres,plateaux,haho,notse,nyékonakpoé,carte d'identité,identité,179,23,0.03,2023-09-15,perte,en cours,guichet,67,m
autres,maritime,vo,vogan,adidogomé,acte de naissance,civil,35,8,0.02,2023-11-22,reconstitution,traitee,en ligne,35,f
autres,plateaux,ogou,atakpamé,kodjoviakopé,livre de famille,civil,145,44,0.14,2023-05-21,perte,en cours,guichet,87,f
autres,plateaux,ogou,atakpamé,golfe,livre de famille,civil,32,7,0.01,2023-01-30,nouveau mariage,traitee,guichet,73,m
autres,plateaux,ogou,atakpamé,hôpital,certificat de nationalité,identité,176,26,0.06,2023-11-27,concours,en cours,en ligne,46,f
autres,plateaux,ogou,atakpamé,amoutivé,carte d'identité,identité,199,38,0.03,2023-04-30,première demande,rejetée,en ligne,58,m
autres,savanes,tone,dapaong,nyékonakpoé,casier judiciaire,judiciaire,187,26,0.11,2023-11-21,voyage,en cours,en ligne,90,f
autres,centrale,sotouboua,sotouboua,agoè,passeport,voyage,197,7,0.05,2023-01-02,expiration,rejetée,guichet,64,f
autres,savanes,oti,mango,golfe,certificat de nationalité,identité,128,14,0.01,2023-03-28,concours,traitee,guichet,70,m
autres,savanes,tone,dapaong,amoutivé,casier judiciaire,judiciaire,110,26,0.01,2023-02-20,concours,traitee,en ligne,32,m
autres,plateaux,haho,notse,hôpital,certificat de nationalité,identité,77,44,0.09,2023-06-14,perte,traitee,guichet,42,m
autres,kara,binah,pagouda,adidogomé,acte de naissance,civil,62,36,0.08,2023-04-04,reconstitution,traitee,en ligne,26,f
autres,maritime,golfe,be,hedzranawoé,casier judiciaire,judiciaire,89,43,0.13,2023-08-28,voyage,traitee,guichet,24,f
autres,plateaux,haho,notse,amoutivé,passeport,voyage,13,39,0.04,2023-02-21,expiration,en cours,guichet,30,m
autres,maritime,golfe,be,nyékonakpoé,carte d'identité,identité,116,9,0.06,2023-04-25,perte,rejetée,en ligne,31,f
autres,savanes,oti,mango,golfe,acte de naissance,civil,136,30,0.13,2023-07-11,erreur,traitee,en ligne,70,m
autres,maritime,lacs,aného,golfe,passeport,voyage,151,45,0.1,2023-03-07,perte,en cours,guichet,69,m
autres,kara,binah,pagouda,kodjoviakopé,certificat de nationalité,identité,191,1,0.15,2023-08-24,perte,rejetée,en ligne,78,f
